Title,Summary,Date,Source URL,Article URL,Document_Type,Product_Type,Countries,Regions,Drug_names,Language,Source_File,title_english,summary_english,Detail_URL,Source_URL,Article_URL
Urgent Field Safety Notice for Smart MDI Monitor Procedure Pack Kit by Medtronic Minimed,"Product group Medical electronics / Electromedical devices - electric blood glucose meters Reference 34575/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Smart MDI Monitor Procedure Pack Kit by Medtronic Minimed 2025.07.31 PDF, 440KB, File does not meet accessibility standards",31/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/34575-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/34575-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Medical Device,Global,Global,glucose,English,DE.xlsx,None,None,None,None,None
"Urgent Field Safety Notice for WATCHMAN TruSeal Zugangssystem, WATCHMAN FXD Curve Zugangssystem by Boston Scientific Corporation Marlborough","Product group Injections / Infusions / Transfusions / Dialysis - catheters Reference 34704/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for WATCHMAN TruSeal Zugangssystem, WATCHMAN FXD Curve Zugangssystem by Boston Scientific Corporation Marlborough 2025.07.31 PDF, 380KB, File does not meet accessibility standards",31/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/34704-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/34704-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Drug Product,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for ORBIS Medication by DH Healthcare GmbH,"Product group Medical data processing (software) - others Reference 32927/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for ORBIS Medication by DH Healthcare GmbH 2025.07.31 PDF, 555KB, File does not meet accessibility standards",31/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/09/2025/32927-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/09/2025/32927-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
"Downloads Iris Institute - Terms and conditions for downloading (PDF, 258 kB)","Downloads Iris Institute - Terms and conditions for downloading Downloads Iris Institute - Terms and conditions for downloading (PDF, 258 kB) PDF, 257KB, File is accessible",31/07/2025,https://www.bfarm.de/SharedDocs/Downloads/EN/Code-Systems/Iris/iris-terms-conditions-download.html?nn=986784,https://www.bfarm.de/SharedDocs/Downloads/EN/Code-Systems/Iris/iris-terms-conditions-download.pdf?__blob=publicationFile,Other Type,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
"Urgent Field Safety Notice for Corpuls3, Corpulse3 Touch by GS Electromedical Devices G. Stample GmbH","Product group Medical electronics / Electromedical devices - electrotherapy Reference 32474/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for corpuls3, corpuls3 Touch by GS Elektromedizinische Geräte G. Stemple GmbH 2025.07.30 PDF, 183KB, File does not meet accessibility standards",30/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/32474-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/32474-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Medical Device,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for XtremeCT by SCANCO Medical AG,"Product group Radiological technology - CT scanners Reference 32612/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for XtremeCT by SCANCO Medical AG 2025.07.30 PDF, 353KB, File does not meet accessibility standards",30/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/17/2025/32612-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/17/2025/32612-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for CORIN mobile operating tables by Maquet GmbH,"Product group Surgical equipment/ Anaesthesia - surgical equipment Reference 31945/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for CORIN mobile operating tables by Maquet GmbH 2025.07.30 PDF, 182KB, File does not meet accessibility standards",30/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/31945-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/31945-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Projects in the field of medical devices,No summary available,29/07/2025,https://www.bfarm.de/EN/BfArM/Tasks/Research/Safety-of-medical-devices/_artikel.html?nn=986784,https://www.bfarm.de/EN/BfArM/Tasks/Research/Safety-of-medical-devices/_artikel.html?nn=986784,Other Type,Medical Device,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for CORFLO / CORTRAK 2 by Avanos Medical (früher: Halyard Health Inc.),"Product group Injections / Infusions / Transfusions / Dialysis - probes Reference 33848/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for CORFLO / CORTRAK 2 by Avanos Medical (früher: Halyard Health Inc.) 2025.07.29 PDF, 313KB, File does not meet accessibility standards",29/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/33848-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/33848-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Drug Product,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for HALF PIN L120MM D4.0MM THREAD D4.0XL18MM PACK OF 2 by Orthofix SRL,"Product group Non-active implants - bone surgery Reference 34188/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for HALF PIN L120MM D4.0MM THREAD D4.0XL18MM PACK OF 2 by Orthofix SRL 2025.07.29 PDF, 309KB, File does not meet accessibility standards",29/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/34188-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/34188-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Medical Device,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for Medumat Standard 2 by WEINMANN Emergency Medical Technology GmbH + Co. KG,"Product group Surgical equipment/ Anaesthesia - anaesthesia and medical gas supply Reference 33307/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Medumat Standard 2 by WEINMANN Emergency Medical Technology GmbH + Co. KG 2025.07.29 PDF, 197KB, File does not meet accessibility standards",29/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/33307-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/33307-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
"Urgent Field Safety Notice for Dexcom G7 Continuous Glucose Monitoring System by Dexcom, Inc","Product group Medical electronics / Electromedical devices - electric blood glucose meters Reference 31739/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Dexcom G7 Continuous Glucose Monitoring System by Dexcom, Inc 2025.07.29 PDF, 566KB, File does not meet accessibility standards",29/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/31739-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/10/2025/31739-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Medical Device,Global,Global,glucose,English,DE.xlsx,None,None,None,None,None
"Urgent Field Safety Notice for LinkSymphoKnee System, Tibial Component, Modular by Waldemar Link GmbH & Co. KG","Product group Non-active implants - bone surgery Reference 34142/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for LinkSymphoKnee System, Tibial Component, Modular by Waldemar Link GmbH & Co. KG 2025.07.29 PDF, 2MB, File does not meet accessibility standards",29/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/34142-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/34142-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Medical Device,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for Tracoe Vario ExtractTracheostomy Tube with cuff by TRACOE medical GmbH Nieder-Olm,"Product group Surgical equipment/ Anaesthesia - anaesthesia and medical gas supply Reference 33945/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Tracoe Vario ExtractTracheostomy Tube with cuff by TRACOE medical GmbH Nieder-Olm 2025.07.29 PDF, 199KB, File does not meet accessibility standards",29/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/33945-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/33945-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for Access High Sensitivity Troponin I Reagent by Beckman Coulter Inc.,"Product group In-vitro diagnostics - immunological products Reference 41368/24 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Access High Sensitivity Troponin I Reagent by Beckman Coulter Inc. 2025.07.29 PDF, 309KB, File does not meet accessibility standards",29/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/08/2025/41368-24_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/08/2025/41368-24_kundeninfo_en.pdf?__blob=publicationFile,Form,IVD,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for SOPHIE by Fritz Stephan GmbH,"Product group Surgical equipment/ Anaesthesia - anaesthesia and medical gas supply Reference 33273/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for SOPHIE by Fritz Stephan GmbH 2025.07.28 PDF, 466KB, File does not meet accessibility standards",28/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/33273-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/12/2025/33273-25_kundeninfo_en.pdf?__blob=publicationFile,SOP,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for Unterarmgestütze Magic-Soft by REBOTEC Rehabilitationsmittel GmbH,"Product group Orthopaedic / Rehabilitation technology - daily living aids Reference 31907/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Unterarmgestütze Magic-Soft by REBOTEC Rehabilitationsmittel GmbH 2025.07.28 PDF, 257KB, File does not meet accessibility standards",28/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/15/2025/31907-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/15/2025/31907-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
"Urgent Field Safety Notice for Extension line for single use DI75 und DI150 by Zibo Qiaosend Medical Articles Co., Ltd","Product group Injections / Infusions / Transfusions / Dialysis - infusion technology Reference 31904/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Extension line for single use DI75 und DI150 by Zibo Qiaosend Medical Articles Co., Ltd 2025.07.28 PDF, 111KB, File does not meet accessibility standards",28/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/31904-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/07/2025/31904-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Drug Product,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Radiation Protection Act,No summary available,25/07/2025,https://www.bfarm.de/EN/Medicinal-products/Clinical-trials/Radiation-Protection-Act/_artikel.html?nn=986784,https://www.bfarm.de/EN/Medicinal-products/Clinical-trials/Radiation-Protection-Act/_artikel.html?nn=986784,Other Type,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for Celsite Babyport by B. Braun Medical S.A.S.,"Product group Non-active implants - special implants Reference 33527/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Celsite Babyport by B. Braun Medical S.A.S. 2025.07.25 PDF, 207KB, File does not meet accessibility standards",25/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/33527-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/11/2025/33527-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Medical Device,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Urgent Field Safety Notice for Poweo 200 with electrical suspension by SCALEO MEDICAL,"Product group General equipment for medical treatment - ward equipment and equipment for emergency medical services Reference 30311/25 For further information as well as details concerning the device please see the enclosed Advisory Notice of the manufacturer. Urgent Field Safety Notice for Poweo 200 with electrical suspension by SCALEO MEDICAL 2025.07.25 PDF, 704KB, File does not meet accessibility standards",25/07/2025,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/02/2025/30311-25_kundeninfo_en.html?nn=986784,https://www.bfarm.de/SharedDocs/Kundeninfos/EN/02/2025/30311-25_kundeninfo_en.pdf?__blob=publicationFile,Form,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
Paediatric Committee (PDCO),No summary available,25/07/2025,https://www.bfarm.de/EN/BfArM/EU-and-International/PDCO-Committee/_artikel.html?nn=986784,https://www.bfarm.de/EN/BfArM/EU-and-International/PDCO-Committee/_artikel.html?nn=986784,Committee,Other,Global,Global,None,English,DE.xlsx,None,None,None,None,None
